nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
11534,A,Parc,PG-PL-PM-TA,-73.605988727360099000,45.523969187770440000,Régulier Payez-Partez
11536,A,Parc,PG-PL-PM-TA,-73.604732619412545000,45.523223780625912000,Régulier Payez-Partez
11537,A,Parc,PG-PL-PM-TA,-73.603194508862970000,45.522539480067117000,Régulier Payez-Partez
11538,A,Parc,PG-PL-PM-TA,-73.604550607659874000,45.523328459364016000,Régulier Payez-Partez
11540,A,Parc,PG-PL-PM-TA,-73.602945700985430000,45.522617903822024000,Régulier Payez-Partez
11542,A,Parc,PG-PL-PM-TA,-73.601531608260387000,45.521802810151328000,Régulier Payez-Partez
11543,A,Parc,PG-PL-PM-TA,-73.600258583033451000,45.521236714583864000,Régulier Payez-Partez
11545,A,Parc,PG-PL-PM-TA,-73.599189945989337000,45.520763516162305000,Régulier Payez-Partez
11546,A,Parc,PG-PL-PM-TA,-73.601647137212098000,45.522040340435382000,Régulier Payez-Partez
11547,A,Parc,PG-PL-PM-TA,-73.600656736910807000,45.521603715180809000,Régulier Payez-Partez
11548,A,Parc,PG-PL-PM-TA,-73.599626817360530000,45.521149109977479000,Régulier Payez-Partez
11549,A,Parc,PG-PL-PM-TA,-73.598775251600713000,45.520789526472974000,Régulier Payez-Partez
11550,A,Fairmount,PG-PL-PM-TA,-73.597744519758194000,45.520262449794672000,Régulier Payez-Partez
11551,A,Fairmount,PG-PL-PM-TA,-73.597113865395116000,45.520933658698247000,Régulier Payez-Partez
11552,A,Parc,PG-PL-PM-TA,-73.596942390078070000,45.520020628187254000,Régulier Payez-Partez
11555,A,Parc,PG-PL-PM-TA,-73.596414916126903000,45.519980650490623000,Régulier Payez-Partez
11556,A,Parc,PG-PL-PM-TA,-73.595650111151386000,45.519451559639485000,Régulier Payez-Partez
11557,A,Parc,PG-PL-PM-TA,-73.595079030842825000,45.519396929380335000,Régulier Payez-Partez
11558,A,Saint-Laurent,PH-PM-PN-PR,-73.600079799876184000,45.526272420935520000,Régulier Payez-Partez
11559,A,Saint-Laurent,PH-PM-PN-PR,-73.599573586862590000,45.526202330448193000,Régulier Payez-Partez
11560,A,Saint-Laurent,PH-PL-PM-PN,-73.598494166911465000,45.525549558582640000,Régulier Payez-Partez
11561,A,Saint-Laurent,PH-PL-PM-PN,-73.597470572612892000,45.525085771966303000,Régulier Payez-Partez
11562,A,Saint-Laurent,PH-PL-PM-PN,-73.596414924610642000,45.524606576092836000,Régulier Payez-Partez
11563,A,Saint-Laurent,PH-PL-PM-PN,-73.595335560095421000,45.524114978309399000,Régulier Payez-Partez
11565,A,Saint-Laurent,PH-PM-PN-PR,-73.597740888398960000,45.525365661044198000,Régulier Payez-Partez
11566,A,Saint-Laurent,PH-PM-PN-PR,-73.596469790130300000,45.524788738617083000,Régulier Payez-Partez
11567,A,Saint-Laurent,PH-PL-PM-PN,-73.595047390592001000,45.524141929448334000,Régulier Payez-Partez
11569,A,Saint-Laurent,PG-PH-PL-PM,-73.593720454157150000,45.523381029941405000,Régulier Payez-Partez
11570,A,Saint-Laurent,PG-PH-PL-PM,-73.593523246171500000,45.523451642591652000,Régulier Payez-Partez
11573,A,Saint-Laurent,PG-PH-PL-PM,-73.592216027077981000,45.522698118328726000,Régulier Payez-Partez
11574,A,Saint-Laurent,PG-PH-PL-PM,-73.591896091016295000,45.522706447010016000,Régulier Payez-Partez
11577,A,Laurier,PG-PL-PM-TA,-73.595034468689576000,45.520375146946620000,Régulier Payez-Partez
11578,A,Laurier,PG-PL-PM-TA,-73.594610643221458000,45.520870698851759000,Régulier Payez-Partez
11579,A,Laurier,PG-PL-PM-TA,-73.594347002502872000,45.521493233148334000,Régulier Payez-Partez
11582,A,Laurier,PG-PH-PL-PM,-73.593523789888707000,45.522117476716353000,Régulier Payez-Partez
11589,A,Drummond,B-C-D-E,-73.575956237131706000,45.499510159956827000,Régulier Payez-Partez
11593,A,Mackay,A-B-C-J,-73.577239641047342000,45.495861776716751000,Régulier Payez-Partez
11595,A,Viger,H-N-P-Q,-73.557967328734748000,45.508554532010194000,Régulier Payez-Partez
11596,A,Viger,H-N-P-Q,-73.557486266313688000,45.509352317079738000,Régulier Payez-Partez
11598,A,Viger,H-N-P-Q,-73.557007498654045000,45.510246259869660000,Régulier Payez-Partez
11601,A,Bel-Air,A-SN-SP-SQ,-73.583427885542776000,45.482306374540265000,Régulier Payez-Partez
11602,A,Fort,A-B-C-J,-73.581738040550633000,45.491914000073066000,Régulier Payez-Partez
11603,A,Maisonneuve,G-H-Q-S,-73.562923841865427000,45.513392157637256000,Régulier Payez-Partez
11604,A,Maisonneuve,G-H-Q-S,-73.564910755514504000,45.511162770405910000,Régulier Payez-Partez
11606,A,Notre-Dame,J-L-M-SP,-73.563963863835326000,45.493782674968649000,Régulier Payez-Partez
11607,A,Notre-Dame,J-L-M-SP,-73.563025844123118000,45.495110578946850000,Régulier Payez-Partez
11608,A,Notre-Dame,J-L-M-SP,-73.562101432129765000,45.496600033138925000,Régulier Payez-Partez
11611,A,Saint-Laurent,AB-AC-AD-AE,-73.653802301822324000,45.545104909080493000,Régulier Payez-Partez
11612,A,Saint-Laurent,AB-AC-AD-AE,-73.652065133885230000,45.544612287408498000,Régulier Payez-Partez
11613,A,Saint-Laurent,AB-AC-AD-AE,-73.653159798005930000,45.545143681139820000,Régulier Payez-Partez
11614,A,Saint-Laurent,AB-AC-AD-AE,-73.652031604720193000,45.544820176268331000,Régulier Payez-Partez
11615,A,Atwater,A-J-SN-SP,-73.576584038511797000,45.480152532493868000,Régulier Payez-Partez
11619,A,Balmoral,E-F-G-H,-73.567569371559500000,45.507234813374694000,Régulier Payez-Partez
11620,A,Côte-Sainte-Catherine,T-U-X-Z,-73.628476367293814000,45.497695230700813000,Régulier Payez-Partez
11622,A,Sainte-Catherine,B-C-D-J,-73.573451994634013000,45.499364439558882000,Régulier Payez-Partez
11623,A,Chabanel,AB-AC-AD-AE,-73.654780810329228000,45.537887919245925000,Régulier Payez-Partez
11624,A,Chabanel,AB-AC-AD-AE,-73.654286756319337000,45.538728162979318000,Régulier Payez-Partez
11625,A,Chabanel,AB-AC-AD-AE,-73.653604882925947000,45.539889602118855000,Régulier Payez-Partez
11626,A,Chabanel,AB-AC-AD-AE,-73.653243005810779000,45.540503291204381000,Régulier Payez-Partez
11627,A,Chabanel,AB-AC-AD-AE,-73.652771673785850000,45.541310428502925000,Régulier Payez-Partez
11628,A,Chabanel,AB-AC-AD-AE,-73.652329162362321000,45.542068763151782000,Régulier Payez-Partez
11630,A,Chabanel,AB-AC-AD-AE,-73.651570836824789000,45.543368911231667000,Régulier Payez-Partez
11631,A,Chabanel,AB-AC-AD-AE,-73.654507575979395000,45.538893083671141000,Régulier Payez-Partez
11632,A,Parc,AB-AC-AD-AE,-73.654244382167690000,45.538005632699672000,Régulier Payez-Partez
11633,A,Meilleur,AB-AC-AD-AE,-73.656161638111371000,45.537864949984090000,Régulier Payez-Partez
11634,A,Chabanel,AB-AC-AD-AE,-73.653584312280856000,45.540465912519053000,Régulier Payez-Partez
11635,A,Chabanel,AB-AC-AD-AE,-73.653051853603031000,45.541372268190706000,Régulier Payez-Partez
11636,A,Chabanel,AB-AC-AD-AE,-73.652599954402831000,45.542143070200552000,Régulier Payez-Partez
11637,A,Chabanel,AB-AC-AD-AE,-73.652103033317204000,45.542990789395184000,Régulier Payez-Partez
11638,A,Chabanel,AB-AC-AD-AE,-73.651482115804910000,45.544049602366364000,Régulier Payez-Partez
11639,A,Queen-Mary,T-U-X-Z,-73.618216643650214000,45.495664032202924000,Régulier Payez-Partez
11640,A,Jean-Brillant,T-U-X-Z,-73.623198264155235000,45.494558021770651000,Régulier Payez-Partez
11641,A,Jean-Brillant,T-U-X-Z,-73.622580710211281000,45.495257400060588000,Régulier Payez-Partez
11642,A,Jean-Brillant,T-U-X-Z,-73.623074135756951000,45.494426637102727000,Régulier Payez-Partez
11643,A,Jean-Brillant,T-U-X-Z,-73.622346542247399000,45.495249060925850000,Régulier Payez-Partez
11644,A,Lacombe,T-U-X-Z,-73.624706300677843000,45.495218916569350000,Régulier Payez-Partez
11645,A,Lacombe,T-U-X-Z,-73.623816697901916000,45.496230678441492000,Régulier Payez-Partez
11646,A,Queen-Mary,T-U-X-Z,-73.618546692124980000,45.495803275433673000,Régulier Payez-Partez
11647,A,Mansfield,D-F-J-K,-73.571379964960187000,45.501307483657882000,Régulier Payez-Partez
11648,A,McGill College,D-F-J-K,-73.570756355927088000,45.501891581127914000,Régulier Payez-Partez
11653,A,Fleury,AB-AC-AD-AE,-73.659230924894331000,45.557810335755669000,Régulier Payez-Partez
11655,A,Fleury,AB-AC-AD-AE,-73.658849921589436000,45.558442153996168000,Régulier Payez-Partez
11656,A,Fleury,AB-AC-AD-AE,-73.658384583806850000,45.559588253105183000,Régulier Payez-Partez
11657,A,Fleury,AB-AC-AD-AE,-73.658456918970657000,45.559123631394208000,Régulier Payez-Partez
11660,A,Fleury,AB-AC-AD-AE,-73.657661080143171000,45.560474671506853000,Régulier Payez-Partez
11667,A,Sainte-Catherine,G-H-Q-N,-73.561134915720473000,45.512859823738218000,Régulier Payez-Partez
11668,A,Decelles,T-U-X-Z,-73.619274410020338000,45.497403743999023000,Régulier Payez-Partez
11671,A,Bélanger,RB-RD-VB-VC,-73.601814129722001000,45.548358250696523000,Régulier Payez-Partez
11672,A,Bélanger,RB-RD-VB-VC,-73.600905404053080000,45.549433915908445000,Régulier Payez-Partez
11673,A,Bélanger,RB-RD-VB-VC,-73.600250333772607000,45.550204253526445000,Régulier Payez-Partez
11674,A,Bélanger,RB-RD-VB-VC,-73.599489345066701000,45.551097487964313000,Régulier Payez-Partez
11675,A,Bélanger,RB-RD-VB-VC,-73.598767067842772000,45.551949121927571000,Régulier Payez-Partez
11676,A,Bélanger,RB-RD-VB-VC,-73.597769723191064000,45.553104750515388000,Régulier Payez-Partez
11678,A,Jean-Talon,RA-RB-VA-VB,-73.617196866473705000,45.535485291118050000,Régulier Payez-Partez
11679,A,Jean-Talon,RA-RB-VA-VB,-73.616306863429074000,45.536440394055475000,Régulier Payez-Partez
11681,A,Jean-Talon,RA-RB-VA-VB,-73.614993651467316000,45.537849820255829000,Régulier Payez-Partez
11683,A,Jean-Talon,RA-RB-VA-VB,-73.612659449406195000,45.541860205355611000,Régulier Payez-Partez
11685,A,Atwater,A-J-SN-SP,-73.575734681419547000,45.479276198144369000,Régulier Payez-Partez
11686,A,Saint-Ambroise,A-J-SN-SP,-73.576224640152077000,45.478693464270201000,Régulier Payez-Partez
11687,A,René-Lévesque,Q-S-W-Y,-73.555169182426468000,45.516313794312893000,Régulier Payez-Partez
11688,A,Sainte-Catherine,G-H-Q-N,-73.562998233262689000,45.510690657626341000,Régulier Payez-Partez
11689,A,Maisonneuve,E-F-G-H,-73.568458250167922000,45.508087191517220000,Régulier Payez-Partez
11694,A,Sainte-Catherine,Q-S-W-Y,-73.557504973849788000,45.516917866620318000,Régulier Payez-Partez
11695,A,Sainte-Catherine,Q-S-W-Y,-73.556730354054835000,45.517732773421464000,Régulier Payez-Partez
11699,A,René-Lévesque,Q-S-W-Y,-73.549707848540393000,45.521780261927510000,Régulier Payez-Partez
11700,A,Ontario,Q-S-W-Y,-73.558817182852835000,45.526397409476665000,Régulier Payez-Partez
11701,A,Sainte-Catherine,Q-S-W-Y,-73.554961148117926000,45.519664813472751000,Régulier Payez-Partez
11702,A,Sainte-Catherine,Q-S-W-Y,-73.554150867995688000,45.520544793920543000,Régulier Payez-Partez
11704,A,Sainte-Catherine,Q-S-W-Y,-73.552794081084741000,45.522019392430359000,Régulier Payez-Partez
11705,A,Sainte-Catherine,Q-S-W-Y,-73.551812021853948000,45.523075786259511000,Régulier Payez-Partez
11706,A,Sainte-Catherine,Q-S-W-Y,-73.550908035351441000,45.524073398486337000,Régulier Payez-Partez
11707,A,Ontario,PC-PD-S-W,-73.558741599822596000,45.526728625228849000,Régulier Payez-Partez
11709,A,Maisonneuve,A-B-C-R,-73.578922995815788000,45.496645669656317000,Régulier Payez-Partez
11711,A,Bernard,PG-PL-PM-TA,-73.604214439531347000,45.525000965670060000,Régulier Payez-Partez
11712,A,Bernard,PG-PL-PM-TA,-73.603807678013467000,45.525666083483308000,Régulier Payez-Partez
11713,A,Bernard,PL-PM-PN-TA,-73.602729783636406000,45.526611160757149000,Régulier Payez-Partez
11715,A,Saint-Viateur,PG-PL-PM-TA,-73.601539478989551000,45.523056283512560000,Régulier Payez-Partez
11717,A,Saint-Viateur,PG-PL-PM-TA,-73.600734705276793000,45.523951294161883000,Régulier Payez-Partez
11718,A,Saint-Viateur,PG-PL-PM-TA,-73.600012488939029000,45.524480016343865000,Régulier Payez-Partez
11719,A,Saint-Viateur,PL-PM-PN-TA,-73.599623128217573000,45.525153248447076000,Régulier Payez-Partez
11723,A,Fairmount,PG-PL-PM-TA,-73.596734649131605000,45.521619521616934000,Régulier Payez-Partez
11724,A,Fairmount,PG-PL-PM-TA,-73.595864108792469000,45.522283572589032000,Régulier Payez-Partez
11725,A,Fairmount,PH-PL-PM-PN,-73.595561667783713000,45.522831657562705000,Régulier Payez-Partez
11726,A,Fairmount,PG-PH-PL-PM,-73.594895735280190000,45.523337704362362000,Régulier Payez-Partez
11727,A,Gilford,PF-PG-PH-PJ,-73.584987504138951000,45.523831178578781000,Régulier Payez-Partez
11728,A,Gilford,PF-PG-PH-PJ,-73.585610559157004000,45.524990462684940000,Régulier Payez-Partez
11729,A,Roy,G-PB-PC-PF,-73.575469630787978000,45.516003706571169000,Régulier Payez-Partez
11732,A,Roy,G-PC-PD-PF,-73.573604246281704000,45.518043511068718000,Régulier Payez-Partez
11733,A,Roy,G-PC-PD-PF,-73.572797867082485000,45.519124470885494000,Régulier Payez-Partez
11736,A,Roy,G-PC-PD-PF,-73.571343509360105000,45.520705211196692000,Régulier Payez-Partez
11737,A,Sherbrooke,G-PB-PC-S,-73.569117367797119000,45.513494211473521000,Régulier Payez-Partez
11738,A,Sherbrooke,G-PB-PC-S,-73.568664795440171000,45.514509102154165000,Régulier Payez-Partez
11739,A,Sherbrooke,G-PB-PC-S,-73.567623871606315000,45.516821361773836000,Régulier Payez-Partez
11740,A,Sherbrooke,PC-PD-S-W,-73.566547622335932000,45.519198870430181000,Régulier Payez-Partez
11741,A,Sherbrooke,PC-PD-S-W,-73.565985383053061000,45.520438128917007000,Régulier Payez-Partez
11747,A,Jean-Talon,VA-VB-VC-VD,-73.625504510901621000,45.525075749486952000,Régulier Payez-Partez
11748,A,Jean-Talon,VA-VB-VC-VD,-73.625389557106374000,45.524829597093778000,Régulier Payez-Partez
11750,A,Jean-Talon,VA-VB-VC-VD,-73.624815413427314000,45.525805681871674000,Régulier Payez-Partez
11751,A,Jean-Talon,VA-VB-VC-VD,-73.624837061307119000,45.526207878187172000,Régulier Payez-Partez
11752,A,Jean-Talon,VA-VB-VC-VD,-73.624349914205055000,45.526579746228649000,Régulier Payez-Partez
11753,A,Jean-Talon,VA-VB-VC-VD,-73.624411799310764000,45.526922733584428000,Régulier Payez-Partez
11754,A,Bloomfield,VA-VB-VC-VD,-73.624677718972677000,45.527611063626473000,Régulier Payez-Partez
11755,A,Jean-Talon,VA-VB-VC-VD,-73.623730669263736000,45.527631133840671000,Régulier Payez-Partez
11758,A,Jean-Talon,VA-VB-VC-VD,-73.623701596379590000,45.528116960380501000,Régulier Payez-Partez
11759,A,Jean-Talon,VA-VB-VC-VD,-73.623053280997667000,45.528772654629734000,Régulier Payez-Partez
11760,A,Jean-Talon,VA-VB-VC-VD,-73.623062257079440000,45.529201967124308000,Régulier Payez-Partez
11761,A,Hutchison,VA-VB-VC-VD,-73.624182697053854000,45.530012877156246000,Régulier Payez-Partez
11762,A,Hutchison,VA-VB-VC-VD,-73.622984205178000000,45.529662408755812000,Régulier Payez-Partez
11763,A,Hutchison,VA-VB-VC-VD,-73.622439782283223000,45.529541821287367000,Régulier Payez-Partez
11766,A,Notre-Dame,K-M-N-P,-73.557783049984110000,45.503279162789674000,Régulier Payez-Partez
11767,A,Stanley,B-C-D-R,-73.577124876021912000,45.501084982408138000,Régulier Payez-Partez
11768,A,Stanley,B-C-D-R,-73.575241910035814000,45.500178847629293000,Régulier Payez-Partez
11770,A,Rue de l' Église  (SLR),SA-SB-SC-SD,-73.677739066932503000,45.511893636328921000,Régulier Payez-Partez
11771,A,Rue de l' Église  (SLR),SA-SB-SC-SD,-73.677156871610705000,45.512317385310617000,Régulier Payez-Partez
11772,A,Rue Ouimet  (SLR),SA-SB-SC-SD,-73.678674681354693000,45.512646351995173000,Régulier Payez-Partez
11774,A,Sainte-Catherine,E-F-G-H,-73.565265587520471000,45.508088494211002000,Régulier Payez-Partez
11776,A,Parc,VA-VB-VC-VD,-73.621228704335664000,45.530087608576771000,Régulier Payez-Partez
11777,A,Parc,VA-VB-VC-VD,-73.618145688818871000,45.529028647845443000,Régulier Payez-Partez
11778,A,Ontario,MA-MB-MC-MD,-73.540933797916111000,45.550541725305706000,Régulier Payez-Partez
11779,A,Desjardins,MA-MB-MC-MD,-73.540824649171910000,45.551209273760492000,Régulier Payez-Partez
11780,A,Ontario,MA-MB-MC-MD,-73.540192801680391000,45.551689829939484000,Régulier Payez-Partez
11781,A,Ontario,MA-MB-MC-MD,-73.540284339338882000,45.551943362288718000,Régulier Payez-Partez
11782,A,Ontario,MA-MB-MC-MD,-73.539618281842280000,45.552970109239951000,Régulier Payez-Partez
11783,A,Rouen,MA-MB-MC-MD,-73.544540174613829000,45.551969659117418000,Régulier Payez-Partez
11785,A,Montagne,B-C-D-R,-73.578519088762093000,45.499624738179605000,Régulier Payez-Partez
11786,A,Decelles,T-U-X-Z,-73.618656539526796000,45.497306574443371000,Régulier Payez-Partez
11787,A,Jean-Brillant,T-U-X-Z,-73.619177401984970000,45.498443677825691000,Régulier Payez-Partez
11788,A,Jean-Brillant,T-U-X-Z,-73.618301039672502000,45.499459117561209000,Régulier Payez-Partez
11794,A,Saint-Antoine,J-K-L-M,-73.566189605502103000,45.497226727279575000,Régulier Payez-Partez
11797,A,Sainte-Catherine,Q-S-W-Y,-73.558644303522669000,45.515671168853238000,Régulier Payez-Partez
11799,A,Notre-Dame,J-L-M-SP,-73.568291467325466000,45.488606298448012000,Régulier Payez-Partez
11800,A,Notre-Dame,J-L-M-SP,-73.567484953497939000,45.489624541260177000,Régulier Payez-Partez
11803,A,Rachel,PD-PE-PF-PH,-73.578796096419353000,45.520985723573936000,Régulier Payez-Partez
11804,A,Saint-Urbain,PB-PC-PE-PF,-73.579112355739269000,45.515037779921769000,Régulier Payez-Partez
11805,A,Saint-Urbain,PB-PC-PE-PF,-73.577559466226276000,45.514331228656339000,Régulier Payez-Partez
11806,A,Saint-Laurent,PH-PM-PN-PR,-73.602367750706435000,45.527318446869110000,Régulier Payez-Partez
11807,A,Maguire,PH-PM-PN-PR,-73.595607975079219000,45.524649079339397000,Régulier Payez-Partez
11809,A,Saint-Laurent,PH-PM-PN-PR,-73.601130532548154000,45.526914098660846000,Régulier Payez-Partez
11810,A,Notre-Dame,A-SN-SP-SQ,-73.584129142403810000,45.477960038751036000,Régulier Payez-Partez
11811,A,Notre-Dame,A-SN-SP-SQ,-73.583092336932793000,45.478366870849484000,Régulier Payez-Partez
11812,A,Notre-Dame,A-SN-SP-SQ,-73.582751061476969000,45.478710027304729000,Régulier Payez-Partez
11813,A,Notre-Dame,A-SN-SP-SQ,-73.581690578988969000,45.479129769342947000,Régulier Payez-Partez
11814,A,Notre-Dame,A-SN-SP-SQ,-73.580692369415033000,45.479823522570769000,Régulier Payez-Partez
11816,A,Notre-Dame,A-SN-SP-SQ,-73.579301107784190000,45.480421709304679000,Régulier Payez-Partez
11817,A,Notre-Dame,A-SN-SP-SQ,-73.578718136646899000,45.480886003107088000,Régulier Payez-Partez
11818,A,Notre-Dame,A-J-SN-SP,-73.576828979973499000,45.481846182076666000,Régulier Payez-Partez
11819,A,Notre-Dame,A-J-SN-SP,-73.576273856126036000,45.482356396849703000,Régulier Payez-Partez
11820,A,Notre-Dame,A-J-SN-SP,-73.575040808858034000,45.482958152160293000,Régulier Payez-Partez
11821,A,Notre-Dame,A-J-SN-SP,-73.574907249041090000,45.483180983134183000,Régulier Payez-Partez
11822,A,Notre-Dame,A-J-SN-SP,-73.573942747398078000,45.483770232327252000,Régulier Payez-Partez
11823,A,Notre-Dame,A-J-SN-SP,-73.573958311963594000,45.483610775210174000,Régulier Payez-Partez
11824,A,Ontario,MA-MB-MC-MD,-73.547209003060914000,45.541475026592465000,Régulier Payez-Partez
11825,A,Ontario,MA-MB-MC-MD,-73.546499508954767000,45.542247504383326000,Régulier Payez-Partez
11826,A,Ontario,MA-MB-MC-MD,-73.545869638331666000,45.543247889471985000,Régulier Payez-Partez
11827,A,Ontario,MA-MB-MC-MD,-73.545652602636068000,45.543910683172605000,Régulier Payez-Partez
11828,A,Ontario,MA-MB-MC-MD,-73.545071030839949000,45.544513327884289000,Régulier Payez-Partez
11829,A,Ontario,MA-MB-MC-MD,-73.546509142801867000,45.542539313389824000,Régulier Payez-Partez
11830,A,Ontario,MA-MB-MC-MD,-73.544767170409656000,45.545343584958054000,Régulier Payez-Partez
11831,A,Ontario,MA-MB-MC-MD,-73.544022892173956000,45.546245665604744000,Régulier Payez-Partez
11834,A,Ontario,MA-MB-MC-MD,-73.542605234233761000,45.548263117471976000,Régulier Payez-Partez
11835,A,Ontario,MA-MB-MC-MD,-73.542048546031737000,45.549176825414477000,Régulier Payez-Partez
11836,A,Ontario,MA-MB-MC-MD,-73.541505435692287000,45.549721534932978000,Régulier Payez-Partez
11837,A,Masson,RA-RB-RC-RD,-73.572820997462955000,45.551332190760753000,Régulier Payez-Partez
11838,A,Monk,SN-SP-SQ-SR,-73.596659259946279000,45.460433736199015000,Régulier Payez-Partez
11839,A,Monk,SN-SP-SQ-SR,-73.596932867144716000,45.460677447999906000,Régulier Payez-Partez
11841,A,Monk,SN-SP-SQ-SR,-73.596505330081229000,45.459550434306244000,Régulier Payez-Partez
11842,A,Monk,SN-SP-SQ-SR,-73.595482393594608000,45.457311144836517000,Régulier Payez-Partez
11843,A,Monk,SN-SP-SQ-SR,-73.595949536626691000,45.458069522225941000,Régulier Payez-Partez
11844,A,Monk,SN-SP-SQ-SR,-73.595125219506912000,45.456360749566116000,Régulier Payez-Partez
11845,A,Monk,SN-SP-SQ-SR,-73.595209438064231000,45.456090598722369000,Régulier Payez-Partez
11846,A,Monk,SN-SP-SQ-SR,-73.594437683307547000,45.454519928404089000,Régulier Payez-Partez
11847,A,Monk,SN-SP-SQ-SR,-73.594748639121519000,45.454868928599204000,Régulier Payez-Partez
11848,A,Monk,SN-SP-SQ-SR,-73.593885206654292000,45.453047431014213000,Régulier Payez-Partez
11849,A,Monk,SN-SP-SQ-SR,-73.594171876901839000,45.453330035578467000,Régulier Payez-Partez
11850,A,Monk,SN-SP-SQ-SR,-73.593355590974667000,45.451638156511315000,Régulier Payez-Partez
11851,A,Monk,SN-SP-SQ-SR,-73.593780135647151000,45.452282989502585000,Régulier Payez-Partez
11852,A,Jolicoeur,SN-SP-SQ-SR,-73.595663880682992000,45.456934812892044000,Régulier Payez-Partez
11853,A,Allard,SN-SP-SQ-SR,-73.594071950872163000,45.451075570015817000,Régulier Payez-Partez
11855,A,Sainte-Catherine,MA-MB-MC-MD,-73.538315870296273000,45.543954717300153000,Régulier Payez-Partez
11856,A,Sainte-Catherine,MA-MB-MC-MD,-73.537365867724716000,45.545507539030282000,Régulier Payez-Partez
11857,A,Sainte-Catherine,MA-MB-MC-MD,-73.536326270808516000,45.546841094117859000,Régulier Payez-Partez
11858,A,Sainte-Catherine,MA-MB-MC-MD,-73.535939712580984000,45.547829637918404000,Régulier Payez-Partez
11859,A,Sainte-Catherine,MA-MB-MC-MD,-73.535037027814297000,45.549038571044228000,Régulier Payez-Partez
11860,A,Sainte-Catherine,MA-MB-MC-MD,-73.534545160433311000,45.550252575448198000,Régulier Payez-Partez
11861,A,Sainte-Catherine,MA-MB-MC-MD,-73.533924942675711000,45.550918963616191000,Régulier Payez-Partez
11862,A,Sainte-Catherine,MA-MB-MC-MD,-73.533496467230506000,45.551846913725015000,Régulier Payez-Partez
11864,A,Sainte-Catherine,MA-MB-MC-MD,-73.531607308066583000,45.554599464043257000,Régulier Payez-Partez
11866,A,Sainte-Catherine,MA-MB-MC-MD,-73.530068596672933000,45.556711048186834000,Régulier Payez-Partez
11867,A,Jean-Talon,RA-RB-RD-VB,-73.612725198508699000,45.541245955597319000,Régulier Payez-Partez
11868,A,Jarry,AB-VB-VC-VD,-73.630831203432137000,45.539999263312346000,Régulier Payez-Partez
11869,A,Jarry,VA-VB-VC-VD,-73.630477004674503000,45.540158219616224000,Régulier Payez-Partez
11871,A,Jarry,VA-VB-VC-VD,-73.629722439235252000,45.541458419502170000,Régulier Payez-Partez
11872,A,Jarry,AB-VB-VC-VD,-73.629666367059087000,45.541994953762121000,Régulier Payez-Partez
11873,A,Jarry,VA-VB-VC-VD,-73.628928031055494000,45.542842353329398000,Régulier Payez-Partez
11874,A,Jarry,AB-VB-VC-VD,-73.628672942832182000,45.543733992917588000,Régulier Payez-Partez
11875,A,Jarry,VA-VB-VC-VD,-73.628152035873384000,45.544131152111206000,Régulier Payez-Partez
11876,A,Jarry,AB-VB-VC-VD,-73.628160272562255000,45.544429659815862000,Régulier Payez-Partez
11877,A,Jarry,VA-VB-VC-VD,-73.627133312098280000,45.545361529197557000,Régulier Payez-Partez
11878,A,Jarry,AB-VB-VC-VD,-73.627235197080196000,45.545542264560105000,Régulier Payez-Partez
11879,A,Jarry,VA-VB-VC-VD,-73.626122896488553000,45.546526731290641000,Régulier Payez-Partez
11880,A,Saint-Hubert,VA-VB-VC-VD,-73.621771960886434000,45.544703222556464000,Régulier Payez-Partez
11881,A,Saint-Hubert,VA-VB-VC-VD,-73.621435278728399000,45.544405111766267000,Régulier Payez-Partez
11882,A,Saint-Hubert,RA-RB-VB-VC,-73.619760385729819000,45.543776983986042000,Régulier Payez-Partez
11883,A,Saint-Hubert,RA-RB-VB-VC,-73.620145669709387000,45.543815506777428000,Régulier Payez-Partez
11884,A,Saint-Hubert,RA-RB-VB-VC,-73.618706642995534000,45.543295568573832000,Régulier Payez-Partez
11885,A,Saint-Hubert,RA-RB-VB-VC,-73.618827205793096000,45.543213361815596000,Régulier Payez-Partez
11886,A,Saint-Hubert,RA-RB-VB-VC,-73.617150625255789000,45.542582522731401000,Régulier Payez-Partez
11887,A,Saint-Hubert,RA-RB-VB-VC,-73.617087995441949000,45.542414765893042000,Régulier Payez-Partez
11888,A,Saint-Hubert,RA-RB-VB-VC,-73.615953132595152000,45.542034779721256000,Régulier Payez-Partez
11889,A,Saint-Hubert,RA-RB-VB-VC,-73.615968225413269000,45.541900933087341000,Régulier Payez-Partez
11890,A,Saint-Hubert,RA-RB-VB-VC,-73.613783819784715000,45.541043414632234000,Régulier Payez-Partez
11891,A,Saint-Hubert,RA-RB-VB-VC,-73.614485669306077000,45.541227202221449000,Régulier Payez-Partez
11892,A,Ontario,MA-MB-MC-MD,-73.543144553323259000,45.547591103651243000,Régulier Payez-Partez
11893,A,Bourbonnière,MA-MB-MC-MD,-73.543182381833674000,45.548078409425116000,Régulier Payez-Partez
11894,A,Saint-Laurent,AB-VB-VC-VD,-73.639127016345711000,45.541295376187087000,Régulier Payez-Partez
11895,A,Saint-Laurent,AB-VB-VC-VD,-73.637984576862692000,45.540963334191417000,Régulier Payez-Partez
11896,A,Saint-Laurent,AB-VB-VC-VD,-73.636493098580772000,45.540530390705634000,Régulier Payez-Partez
